Disease,ID,Count,Description,ONTOLOGY
Thromboembolic disease,GO:0001963,4,"synaptic transmission, dopaminergic",BP
Thromboembolic disease,GO:0005506,4,iron ion binding,MF
Thromboembolic disease,GO:0015081,4,sodium ion transmembrane transporter activity,MF
Thromboembolic disease,GO:0016705,4,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Thromboembolic disease,GO:0019229,4,regulation of vasoconstriction,BP
Thromboembolic disease,GO:0019369,4,arachidonic acid metabolic process,BP
Thromboembolic disease,GO:0020037,4,heme binding,MF
Thromboembolic disease,GO:0035725,4,sodium ion transmembrane transport,BP
Thromboembolic disease,GO:0043176,4,amine binding,MF
Thromboembolic disease,GO:0046906,4,tetrapyrrole binding,MF
Thromboembolic disease,GO:0071466,4,cellular response to xenobiotic stimulus,BP
Thromboembolic disease,GO:0071875,4,adrenergic receptor signaling pathway,BP
Thromboembolic disease,GO:0071880,4,adenylate cyclase-activating adrenergic receptor signaling pathway,BP
Thromboembolic disease,GO:0120254,4,olefinic compound metabolic process,BP
Thromboembolic disease,GO:1901338,4,catecholamine binding,MF
Thromboembolic disease,GO:0001975,3,response to amphetamine,BP
Thromboembolic disease,GO:0003044,3,regulation of systemic arterial blood pressure mediated by a chemical signal,BP
Thromboembolic disease,GO:0006584,3,catecholamine metabolic process,BP
Thromboembolic disease,GO:0009712,3,catechol-containing compound metabolic process,BP
Thromboembolic disease,GO:0010039,3,response to iron ion,BP
Thromboembolic disease,GO:0015837,3,amine transport,BP
Thromboembolic disease,GO:0032809,3,neuronal cell body membrane,CC
Thromboembolic disease,GO:0035094,3,response to nicotine,BP
Thromboembolic disease,GO:0035150,3,regulation of tube size,BP
Thromboembolic disease,GO:0035296,3,regulation of tube diameter,BP
Thromboembolic disease,GO:0035902,3,response to immobilization stress,BP
Thromboembolic disease,GO:0042310,3,vasoconstriction,BP
Thromboembolic disease,GO:0044298,3,cell body membrane,CC
Thromboembolic disease,GO:0045777,3,positive regulation of blood pressure,BP
Thromboembolic disease,GO:0048148,3,behavioral response to cocaine,BP
Thromboembolic disease,GO:0051952,3,regulation of amine transport,BP
Thromboembolic disease,GO:0051953,3,negative regulation of amine transport,BP
Thromboembolic disease,GO:0061098,3,positive regulation of protein tyrosine kinase activity,BP
Thromboembolic disease,GO:0097746,3,blood vessel diameter maintenance,BP
Thromboembolic disease,GO:1901020,3,negative regulation of calcium ion transmembrane transporter activity,BP
Thromboembolic disease,GO:1903531,3,negative regulation of secretion by cell,BP
Thromboembolic disease,GO:0005901,2,caveola,CC
Thromboembolic disease,GO:0006690,2,icosanoid metabolic process,BP
Thromboembolic disease,GO:0006865,2,amino acid transport,BP
Thromboembolic disease,GO:0006937,2,regulation of muscle contraction,BP
Thromboembolic disease,GO:0006939,2,smooth muscle contraction,BP
Thromboembolic disease,GO:0006940,2,regulation of smooth muscle contraction,BP
Thromboembolic disease,GO:0007189,2,adenylate cyclase-activating G protein-coupled receptor signaling pathway,BP
Thromboembolic disease,GO:0007193,2,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,BP
Thromboembolic disease,GO:0007565,2,female pregnancy,BP
Thromboembolic disease,GO:0007620,2,copulation,BP
Thromboembolic disease,GO:0008217,2,regulation of blood pressure,BP
Thromboembolic disease,GO:0014074,2,response to purine-containing compound,BP
Thromboembolic disease,GO:0014075,2,response to amine,BP
Thromboembolic disease,GO:0014856,2,skeletal muscle cell proliferation,BP
Thromboembolic disease,GO:0015718,2,monocarboxylic acid transport,BP
Thromboembolic disease,GO:0018958,2,phenol-containing compound metabolic process,BP
Thromboembolic disease,GO:0030168,2,platelet activation,BP
Thromboembolic disease,GO:0030534,2,adult behavior,BP
Thromboembolic disease,GO:0030594,2,neurotransmitter receptor activity,MF
Thromboembolic disease,GO:0031420,2,alkali metal ion binding,MF
Thromboembolic disease,GO:0032147,2,activation of protein kinase activity,BP
Thromboembolic disease,GO:0033555,2,multicellular organismal response to stress,BP
Thromboembolic disease,GO:0033559,2,unsaturated fatty acid metabolic process,BP
Thromboembolic disease,GO:0040014,2,regulation of multicellular organism growth,BP
Thromboembolic disease,GO:0042311,2,vasodilation,BP
Thromboembolic disease,GO:0043279,2,response to alkaloid,BP
Thromboembolic disease,GO:0044306,2,neuron projection terminus,CC
Thromboembolic disease,GO:0044853,2,plasma membrane raft,CC
Thromboembolic disease,GO:0045471,2,response to ethanol,BP
Thromboembolic disease,GO:0045823,2,positive regulation of heart contraction,BP
Thromboembolic disease,GO:0046683,2,response to organophosphorus,BP
Thromboembolic disease,GO:0048265,2,response to pain,BP
Thromboembolic disease,GO:0048484,2,enteric nervous system development,BP
Thromboembolic disease,GO:0050905,2,neuromuscular process,BP
Thromboembolic disease,GO:0050951,2,sensory perception of temperature stimulus,BP
Thromboembolic disease,GO:0051378,2,serotonin binding,MF
Thromboembolic disease,GO:0051385,2,response to mineralocorticoid,BP
Thromboembolic disease,GO:0051580,2,regulation of neurotransmitter uptake,BP
Thromboembolic disease,GO:0051954,2,positive regulation of amine transport,BP
Thromboembolic disease,GO:0071867,2,response to monoamine,BP
Thromboembolic disease,GO:0071868,2,cellular response to monoamine stimulus,BP
Thromboembolic disease,GO:0071869,2,response to catecholamine,BP
Thromboembolic disease,GO:0071870,2,cellular response to catecholamine stimulus,BP
Thromboembolic disease,GO:0099171,2,presynaptic modulation of chemical synaptic transmission,BP
Thromboembolic disease,GO:1903170,2,negative regulation of calcium ion transmembrane transport,BP
Thromboembolic disease,GO:1903350,2,response to dopamine,BP
Thromboembolic disease,GO:1903351,2,cellular response to dopamine,BP
Thromboembolic disease,GO:1903524,2,positive regulation of blood circulation,BP
Thromboembolic disease,GO:2000273,2,positive regulation of signaling receptor activity,BP
Thromboembolic disease,GO:0001508,1,action potential,BP
Thromboembolic disease,GO:0001556,1,oocyte maturation,BP
Thromboembolic disease,GO:0001659,1,temperature homeostasis,BP
Thromboembolic disease,GO:0001976,1,nervous system process involved in regulation of systemic arterial blood pressure,BP
Thromboembolic disease,GO:0001990,1,regulation of systemic arterial blood pressure by hormone,BP
Thromboembolic disease,GO:0001991,1,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,BP
Thromboembolic disease,GO:0002002,1,regulation of angiotensin levels in blood,BP
Thromboembolic disease,GO:0002026,1,regulation of the force of heart contraction,BP
Thromboembolic disease,GO:0002027,1,regulation of heart rate,BP
Thromboembolic disease,GO:0002029,1,desensitization of G protein-coupled receptor signaling pathway,BP
Thromboembolic disease,GO:0002675,1,positive regulation of acute inflammatory response,BP
Thromboembolic disease,GO:0002791,1,regulation of peptide secretion,BP
Thromboembolic disease,GO:0003071,1,renal system process involved in regulation of systemic arterial blood pressure,BP
Thromboembolic disease,GO:0003073,1,regulation of systemic arterial blood pressure,BP
Thromboembolic disease,GO:0003081,1,regulation of systemic arterial blood pressure by renin-angiotensin,BP
Thromboembolic disease,GO:0003085,1,negative regulation of systemic arterial blood pressure,BP
Thromboembolic disease,GO:0003298,1,physiological muscle hypertrophy,BP
Thromboembolic disease,GO:0003301,1,physiological cardiac muscle hypertrophy,BP
Thromboembolic disease,GO:0004993,1,G protein-coupled serotonin receptor activity,MF
Thromboembolic disease,GO:0005903,1,brush border,CC
Thromboembolic disease,GO:0006633,1,fatty acid biosynthetic process,BP
Thromboembolic disease,GO:0006941,1,striated muscle contraction,BP
Thromboembolic disease,GO:0007187,1,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",BP
Thromboembolic disease,GO:0007200,1,phospholipase C-activating G protein-coupled receptor signaling pathway,BP
Thromboembolic disease,GO:0007204,1,positive regulation of cytosolic calcium ion concentration,BP
Thromboembolic disease,GO:0007210,1,serotonin receptor signaling pathway,BP
Thromboembolic disease,GO:0007566,1,embryo implantation,BP
Thromboembolic disease,GO:0007612,1,learning,BP
Thromboembolic disease,GO:0007622,1,rhythmic behavior,BP
Thromboembolic disease,GO:0007631,1,feeding behavior,BP
Thromboembolic disease,GO:0007632,1,visual behavior,BP
Thromboembolic disease,GO:0008203,1,cholesterol metabolic process,BP
Thromboembolic disease,GO:0008277,1,regulation of G protein-coupled receptor signaling pathway,BP
Thromboembolic disease,GO:0008306,1,associative learning,BP
Thromboembolic disease,GO:0008542,1,visual learning,BP
Thromboembolic disease,GO:0009994,1,oocyte differentiation,BP
Thromboembolic disease,GO:0010232,1,vascular transport,BP
Thromboembolic disease,GO:0010248,1,establishment or maintenance of transmembrane electrochemical gradient,BP
Thromboembolic disease,GO:0010469,1,regulation of signaling receptor activity,BP
Thromboembolic disease,GO:0010517,1,regulation of phospholipase activity,BP
Thromboembolic disease,GO:0010518,1,positive regulation of phospholipase activity,BP
Thromboembolic disease,GO:0010611,1,regulation of cardiac muscle hypertrophy,BP
Thromboembolic disease,GO:0010765,1,positive regulation of sodium ion transport,BP
Thromboembolic disease,GO:0010863,1,positive regulation of phospholipase C activity,BP
Thromboembolic disease,GO:0010888,1,negative regulation of lipid storage,BP
Thromboembolic disease,GO:0014047,1,glutamate secretion,BP
Thromboembolic disease,GO:0014048,1,regulation of glutamate secretion,BP
Thromboembolic disease,GO:0014743,1,regulation of muscle hypertrophy,BP
Thromboembolic disease,GO:0014823,1,response to activity,BP
Thromboembolic disease,GO:0014829,1,vascular associated smooth muscle contraction,BP
Thromboembolic disease,GO:0014854,1,response to inactivity,BP
Thromboembolic disease,GO:0015732,1,prostaglandin transport,BP
Thromboembolic disease,GO:0015800,1,acidic amino acid transport,BP
Thromboembolic disease,GO:0015908,1,fatty acid transport,BP
Thromboembolic disease,GO:0016125,1,sterol metabolic process,BP
Thromboembolic disease,GO:0016486,1,peptide hormone processing,BP
Thromboembolic disease,GO:0016597,1,amino acid binding,MF
Thromboembolic disease,GO:0016725,1,"oxidoreductase activity, acting on CH or CH2 groups",MF
Thromboembolic disease,GO:0019226,1,transmission of nerve impulse,BP
Thromboembolic disease,GO:0022401,1,negative adaptation of signaling pathway,BP
Thromboembolic disease,GO:0022410,1,circadian sleep/wake cycle process,BP
Thromboembolic disease,GO:0023058,1,adaptation of signaling pathway,BP
Thromboembolic disease,GO:0030073,1,insulin secretion,BP
Thromboembolic disease,GO:0030307,1,positive regulation of cell growth,BP
Thromboembolic disease,GO:0030431,1,sleep,BP
Thromboembolic disease,GO:0031279,1,regulation of cyclase activity,BP
Thromboembolic disease,GO:0031281,1,positive regulation of cyclase activity,BP
Thromboembolic disease,GO:0031406,1,carboxylic acid binding,MF
Thromboembolic disease,GO:0031623,1,receptor internalization,BP
Thromboembolic disease,GO:0031644,1,regulation of nervous system process,BP
Thromboembolic disease,GO:0031960,1,response to corticosteroid,BP
Thromboembolic disease,GO:0032228,1,"regulation of synaptic transmission, GABAergic",BP
Thromboembolic disease,GO:0032368,1,regulation of lipid transport,BP
Thromboembolic disease,GO:0032410,1,negative regulation of transporter activity,BP
Thromboembolic disease,GO:0032413,1,negative regulation of ion transmembrane transporter activity,BP
Thromboembolic disease,GO:0032722,1,positive regulation of chemokine production,BP
Thromboembolic disease,GO:0032890,1,regulation of organic acid transport,BP
Thromboembolic disease,GO:0034614,1,cellular response to reactive oxygen species,BP
Thromboembolic disease,GO:0034763,1,negative regulation of transmembrane transport,BP
Thromboembolic disease,GO:0034766,1,negative regulation of monoatomic ion transmembrane transport,BP
Thromboembolic disease,GO:0035051,1,cardiocyte differentiation,BP
Thromboembolic disease,GO:0035249,1,"synaptic transmission, glutamatergic",BP
Thromboembolic disease,GO:0035264,1,multicellular organism growth,BP
Thromboembolic disease,GO:0035265,1,organ growth,BP
Thromboembolic disease,GO:0035270,1,endocrine system development,BP
Thromboembolic disease,GO:0035809,1,regulation of urine volume,BP
Thromboembolic disease,GO:0035810,1,positive regulation of urine volume,BP
Thromboembolic disease,GO:0036294,1,cellular response to decreased oxygen levels,BP
Thromboembolic disease,GO:0042428,1,serotonin metabolic process,BP
Thromboembolic disease,GO:0042430,1,indole-containing compound metabolic process,BP
Thromboembolic disease,GO:0042743,1,hydrogen peroxide metabolic process,BP
Thromboembolic disease,GO:0042744,1,hydrogen peroxide catabolic process,BP
Thromboembolic disease,GO:0042745,1,circadian sleep/wake cycle,BP
Thromboembolic disease,GO:0042749,1,regulation of circadian sleep/wake cycle,BP
Thromboembolic disease,GO:0042752,1,regulation of circadian rhythm,BP
Thromboembolic disease,GO:0042756,1,drinking behavior,BP
Thromboembolic disease,GO:0043266,1,regulation of potassium ion transport,BP
Thromboembolic disease,GO:0043268,1,positive regulation of potassium ion transport,BP
Thromboembolic disease,GO:0043271,1,negative regulation of monoatomic ion transport,BP
Thromboembolic disease,GO:0043691,1,reverse cholesterol transport,BP
Thromboembolic disease,GO:0045187,1,"regulation of circadian sleep/wake cycle, sleep",BP
Thromboembolic disease,GO:0045744,1,negative regulation of G protein-coupled receptor signaling pathway,BP
Thromboembolic disease,GO:0045761,1,regulation of adenylate cyclase activity,BP
Thromboembolic disease,GO:0045776,1,negative regulation of blood pressure,BP
Thromboembolic disease,GO:0045932,1,negative regulation of muscle contraction,BP
Thromboembolic disease,GO:0045933,1,positive regulation of muscle contraction,BP
Thromboembolic disease,GO:0045986,1,negative regulation of smooth muscle contraction,BP
Thromboembolic disease,GO:0045987,1,positive regulation of smooth muscle contraction,BP
Thromboembolic disease,GO:0046888,1,negative regulation of hormone secretion,BP
Thromboembolic disease,GO:0048512,1,circadian behavior,BP
Thromboembolic disease,GO:0048599,1,oocyte development,BP
Thromboembolic disease,GO:0050482,1,arachidonic acid secretion,BP
Thromboembolic disease,GO:0050709,1,negative regulation of protein secretion,BP
Thromboembolic disease,GO:0050795,1,regulation of behavior,BP
Thromboembolic disease,GO:0050796,1,regulation of insulin secretion,BP
Thromboembolic disease,GO:0050802,1,"circadian sleep/wake cycle, sleep",BP
Thromboembolic disease,GO:0050805,1,negative regulation of synaptic transmission,BP
Thromboembolic disease,GO:0050806,1,positive regulation of synaptic transmission,BP
Thromboembolic disease,GO:0050886,1,endocrine process,BP
Thromboembolic disease,GO:0050892,1,intestinal absorption,BP
Thromboembolic disease,GO:0050995,1,negative regulation of lipid catabolic process,BP
Thromboembolic disease,GO:0051043,1,regulation of membrane protein ectodomain proteolysis,BP
Thromboembolic disease,GO:0051100,1,negative regulation of binding,BP
Thromboembolic disease,GO:0051208,1,sequestering of calcium ion,BP
Thromboembolic disease,GO:0051209,1,release of sequestered calcium ion into cytosol,BP
Thromboembolic disease,GO:0051282,1,regulation of sequestering of calcium ion,BP
Thromboembolic disease,GO:0051283,1,negative regulation of sequestering of calcium ion,BP
Thromboembolic disease,GO:0051339,1,regulation of lyase activity,BP
Thromboembolic disease,GO:0051384,1,response to glucocorticoid,BP
Thromboembolic disease,GO:0051450,1,myoblast proliferation,BP
Thromboembolic disease,GO:0051591,1,response to cAMP,BP
Thromboembolic disease,GO:0051781,1,positive regulation of cell division,BP
Thromboembolic disease,GO:0051926,1,negative regulation of calcium ion transport,BP
Thromboembolic disease,GO:0051955,1,regulation of amino acid transport,BP
Thromboembolic disease,GO:0051966,1,"regulation of synaptic transmission, glutamatergic",BP
Thromboembolic disease,GO:0055017,1,cardiac muscle tissue growth,BP
Thromboembolic disease,GO:0060048,1,cardiac muscle contraction,BP
Thromboembolic disease,GO:0060078,1,regulation of postsynaptic membrane potential,BP
Thromboembolic disease,GO:0060079,1,excitatory postsynaptic potential,BP
Thromboembolic disease,GO:0060191,1,regulation of lipase activity,BP
Thromboembolic disease,GO:0060193,1,positive regulation of lipase activity,BP
Thromboembolic disease,GO:0060291,1,long-term synaptic potentiation,BP
Thromboembolic disease,GO:0060402,1,calcium ion transport into cytosol,BP
Thromboembolic disease,GO:0060419,1,heart growth,BP
Thromboembolic disease,GO:0060986,1,endocrine hormone secretion,BP
Thromboembolic disease,GO:0061049,1,cell growth involved in cardiac muscle cell development,BP
Thromboembolic disease,GO:0061097,1,regulation of protein tyrosine kinase activity,BP
Thromboembolic disease,GO:0061614,1,miRNA transcription,BP
Thromboembolic disease,GO:0071260,1,cellular response to mechanical stimulus,BP
Thromboembolic disease,GO:0071453,1,cellular response to oxygen levels,BP
Thromboembolic disease,GO:0071715,1,icosanoid transport,BP
Thromboembolic disease,GO:0071902,1,positive regulation of protein serine/threonine kinase activity,BP
Thromboembolic disease,GO:0086013,1,membrane repolarization during cardiac muscle cell action potential,BP
Thromboembolic disease,GO:0090276,1,regulation of peptide hormone secretion,BP
Thromboembolic disease,GO:0097164,1,ammonium ion metabolic process,BP
Thromboembolic disease,GO:0098664,1,G protein-coupled serotonin receptor signaling pathway,BP
Thromboembolic disease,GO:0098992,1,neuronal dense core vesicle,CC
Thromboembolic disease,GO:0099565,1,"chemical synaptic transmission, postsynaptic",BP
Thromboembolic disease,GO:0099589,1,serotonin receptor activity,MF
Thromboembolic disease,GO:0140115,1,export across plasma membrane,BP
Thromboembolic disease,GO:0140353,1,lipid export from cell,BP
Thromboembolic disease,GO:0140448,1,signaling receptor ligand precursor processing,BP
Thromboembolic disease,GO:0150104,1,transport across blood-brain barrier,BP
Thromboembolic disease,GO:1900271,1,regulation of long-term synaptic potentiation,BP
Thromboembolic disease,GO:1900273,1,positive regulation of long-term synaptic potentiation,BP
Thromboembolic disease,GO:1900274,1,regulation of phospholipase C activity,BP
Thromboembolic disease,GO:1901160,1,primary amino compound metabolic process,BP
Thromboembolic disease,GO:1901385,1,regulation of voltage-gated calcium channel activity,BP
Thromboembolic disease,GO:1902307,1,positive regulation of sodium ion transmembrane transport,BP
Thromboembolic disease,GO:1902600,1,proton transmembrane transport,BP
Thromboembolic disease,GO:1902652,1,secondary alcohol metabolic process,BP
Thromboembolic disease,GO:1902893,1,regulation of miRNA transcription,BP
Thromboembolic disease,GO:1903169,1,regulation of calcium ion transmembrane transport,BP
Thromboembolic disease,GO:1903963,1,arachidonate transport,BP
Thromboembolic disease,GO:1904063,1,negative regulation of cation transmembrane transport,BP
Thromboembolic disease,GO:1904645,1,response to amyloid-beta,BP
Thromboembolic disease,GO:1904646,1,cellular response to amyloid-beta,BP
Thromboembolic disease,GO:1905952,1,regulation of lipid localization,BP
Thromboembolic disease,GO:2000377,1,regulation of reactive oxygen species metabolic process,BP
Thromboembolic disease,GO:2000378,1,negative regulation of reactive oxygen species metabolic process,BP
Thromboembolic disease,GO:2000379,1,positive regulation of reactive oxygen species metabolic process,BP
Thromboembolic disease,GO:2001257,1,regulation of cation channel activity,BP
