Disease,ID,Count,Description,ONTOLOGY
Ischemic heart disease,GO:0015844,5,monoamine transport,BP
Ischemic heart disease,GO:0015872,5,dopamine transport,BP
Ischemic heart disease,GO:0015874,5,norepinephrine transport,BP
Ischemic heart disease,GO:0051610,5,serotonin uptake,BP
Ischemic heart disease,GO:0051937,5,catecholamine transport,BP
Ischemic heart disease,GO:0090493,5,catecholamine uptake,BP
Ischemic heart disease,GO:0090494,5,dopamine uptake,BP
Ischemic heart disease,GO:0098810,5,neurotransmitter reuptake,BP
Ischemic heart disease,GO:0006805,4,xenobiotic metabolic process,BP
Ischemic heart disease,GO:0015081,4,sodium ion transmembrane transporter activity,MF
Ischemic heart disease,GO:0015695,4,organic cation transport,BP
Ischemic heart disease,GO:0016705,4,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Ischemic heart disease,GO:0019229,4,regulation of vasoconstriction,BP
Ischemic heart disease,GO:0019369,4,arachidonic acid metabolic process,BP
Ischemic heart disease,GO:0020037,4,heme binding,MF
Ischemic heart disease,GO:0035725,4,sodium ion transmembrane transport,BP
Ischemic heart disease,GO:0042734,4,presynaptic membrane,CC
Ischemic heart disease,GO:0042759,4,long-chain fatty acid biosynthetic process,BP
Ischemic heart disease,GO:0043176,4,amine binding,MF
Ischemic heart disease,GO:0046906,4,tetrapyrrole binding,MF
Ischemic heart disease,GO:0071466,4,cellular response to xenobiotic stimulus,BP
Ischemic heart disease,GO:0071875,4,adrenergic receptor signaling pathway,BP
Ischemic heart disease,GO:0071880,4,adenylate cyclase-activating adrenergic receptor signaling pathway,BP
Ischemic heart disease,GO:0120254,4,olefinic compound metabolic process,BP
Ischemic heart disease,GO:0001676,3,long-chain fatty acid metabolic process,BP
Ischemic heart disease,GO:0001975,3,response to amphetamine,BP
Ischemic heart disease,GO:0003044,3,regulation of systemic arterial blood pressure mediated by a chemical signal,BP
Ischemic heart disease,GO:0006584,3,catecholamine metabolic process,BP
Ischemic heart disease,GO:0009712,3,catechol-containing compound metabolic process,BP
Ischemic heart disease,GO:0010039,3,response to iron ion,BP
Ischemic heart disease,GO:0015837,3,amine transport,BP
Ischemic heart disease,GO:0035094,3,response to nicotine,BP
Ischemic heart disease,GO:0035150,3,regulation of tube size,BP
Ischemic heart disease,GO:0035296,3,regulation of tube diameter,BP
Ischemic heart disease,GO:0040018,3,positive regulation of multicellular organism growth,BP
Ischemic heart disease,GO:0042310,3,vasoconstriction,BP
Ischemic heart disease,GO:0042417,3,dopamine metabolic process,BP
Ischemic heart disease,GO:0042596,3,fear response,BP
Ischemic heart disease,GO:0044298,3,cell body membrane,CC
Ischemic heart disease,GO:0045664,3,regulation of neuron differentiation,BP
Ischemic heart disease,GO:0045777,3,positive regulation of blood pressure,BP
Ischemic heart disease,GO:0048241,3,epinephrine transport,BP
Ischemic heart disease,GO:0051048,3,negative regulation of secretion,BP
Ischemic heart disease,GO:0051608,3,histamine transport,BP
Ischemic heart disease,GO:0051952,3,regulation of amine transport,BP
Ischemic heart disease,GO:0051953,3,negative regulation of amine transport,BP
Ischemic heart disease,GO:0061098,3,positive regulation of protein tyrosine kinase activity,BP
Ischemic heart disease,GO:0097746,3,blood vessel diameter maintenance,BP
Ischemic heart disease,GO:1901020,3,negative regulation of calcium ion transmembrane transporter activity,BP
Ischemic heart disease,GO:1903531,3,negative regulation of secretion by cell,BP
Ischemic heart disease,GO:0005901,2,caveola,CC
Ischemic heart disease,GO:0006576,2,biogenic amine metabolic process,BP
Ischemic heart disease,GO:0006690,2,icosanoid metabolic process,BP
Ischemic heart disease,GO:0006865,2,amino acid transport,BP
Ischemic heart disease,GO:0006937,2,regulation of muscle contraction,BP
Ischemic heart disease,GO:0006939,2,smooth muscle contraction,BP
Ischemic heart disease,GO:0006940,2,regulation of smooth muscle contraction,BP
Ischemic heart disease,GO:0007189,2,adenylate cyclase-activating G protein-coupled receptor signaling pathway,BP
Ischemic heart disease,GO:0007193,2,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,BP
Ischemic heart disease,GO:0007565,2,female pregnancy,BP
Ischemic heart disease,GO:0007595,2,lactation,BP
Ischemic heart disease,GO:0008217,2,regulation of blood pressure,BP
Ischemic heart disease,GO:0009308,2,amine metabolic process,BP
Ischemic heart disease,GO:0010460,2,positive regulation of heart rate,BP
Ischemic heart disease,GO:0014074,2,response to purine-containing compound,BP
Ischemic heart disease,GO:0014075,2,response to amine,BP
Ischemic heart disease,GO:0014856,2,skeletal muscle cell proliferation,BP
Ischemic heart disease,GO:0015697,2,quaternary ammonium group transport,BP
Ischemic heart disease,GO:0015718,2,monocarboxylic acid transport,BP
Ischemic heart disease,GO:0030168,2,platelet activation,BP
Ischemic heart disease,GO:0030534,2,adult behavior,BP
Ischemic heart disease,GO:0030594,2,neurotransmitter receptor activity,MF
Ischemic heart disease,GO:0031420,2,alkali metal ion binding,MF
Ischemic heart disease,GO:0032147,2,activation of protein kinase activity,BP
Ischemic heart disease,GO:0033555,2,multicellular organismal response to stress,BP
Ischemic heart disease,GO:0033559,2,unsaturated fatty acid metabolic process,BP
Ischemic heart disease,GO:0040014,2,regulation of multicellular organism growth,BP
Ischemic heart disease,GO:0042311,2,vasodilation,BP
Ischemic heart disease,GO:0042908,2,xenobiotic transport,BP
Ischemic heart disease,GO:0043279,2,response to alkaloid,BP
Ischemic heart disease,GO:0043679,2,axon terminus,CC
Ischemic heart disease,GO:0044306,2,neuron projection terminus,CC
Ischemic heart disease,GO:0044853,2,plasma membrane raft,CC
Ischemic heart disease,GO:0045471,2,response to ethanol,BP
Ischemic heart disease,GO:0045823,2,positive regulation of heart contraction,BP
Ischemic heart disease,GO:0046621,2,negative regulation of organ growth,BP
Ischemic heart disease,GO:0046683,2,response to organophosphorus,BP
Ischemic heart disease,GO:0048265,2,response to pain,BP
Ischemic heart disease,GO:0050433,2,regulation of catecholamine secretion,BP
Ischemic heart disease,GO:0050905,2,neuromuscular process,BP
Ischemic heart disease,GO:0050951,2,sensory perception of temperature stimulus,BP
Ischemic heart disease,GO:0051378,2,serotonin binding,MF
Ischemic heart disease,GO:0051385,2,response to mineralocorticoid,BP
Ischemic heart disease,GO:0051954,2,positive regulation of amine transport,BP
Ischemic heart disease,GO:0071276,2,cellular response to cadmium ion,BP
Ischemic heart disease,GO:0071867,2,response to monoamine,BP
Ischemic heart disease,GO:0071868,2,cellular response to monoamine stimulus,BP
Ischemic heart disease,GO:0071869,2,response to catecholamine,BP
Ischemic heart disease,GO:0071870,2,cellular response to catecholamine stimulus,BP
Ischemic heart disease,GO:0099171,2,presynaptic modulation of chemical synaptic transmission,BP
Ischemic heart disease,GO:0140467,2,integrated stress response signaling,BP
Ischemic heart disease,GO:1901616,2,organic hydroxy compound catabolic process,BP
Ischemic heart disease,GO:1903170,2,negative regulation of calcium ion transmembrane transport,BP
Ischemic heart disease,GO:1903350,2,response to dopamine,BP
Ischemic heart disease,GO:1903351,2,cellular response to dopamine,BP
Ischemic heart disease,GO:1903409,2,reactive oxygen species biosynthetic process,BP
Ischemic heart disease,GO:1903426,2,regulation of reactive oxygen species biosynthetic process,BP
Ischemic heart disease,GO:1903524,2,positive regulation of blood circulation,BP
Ischemic heart disease,GO:2000273,2,positive regulation of signaling receptor activity,BP
Ischemic heart disease,GO:0001508,1,action potential,BP
Ischemic heart disease,GO:0001659,1,temperature homeostasis,BP
Ischemic heart disease,GO:0001662,1,behavioral fear response,BP
Ischemic heart disease,GO:0001678,1,intracellular glucose homeostasis,BP
Ischemic heart disease,GO:0001774,1,microglial cell activation,BP
Ischemic heart disease,GO:0001821,1,histamine secretion,BP
Ischemic heart disease,GO:0001976,1,nervous system process involved in regulation of systemic arterial blood pressure,BP
Ischemic heart disease,GO:0001990,1,regulation of systemic arterial blood pressure by hormone,BP
Ischemic heart disease,GO:0001991,1,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,BP
Ischemic heart disease,GO:0002002,1,regulation of angiotensin levels in blood,BP
Ischemic heart disease,GO:0002026,1,regulation of the force of heart contraction,BP
Ischemic heart disease,GO:0002027,1,regulation of heart rate,BP
Ischemic heart disease,GO:0002052,1,positive regulation of neuroblast proliferation,BP
Ischemic heart disease,GO:0002209,1,behavioral defense response,BP
Ischemic heart disease,GO:0002269,1,leukocyte activation involved in inflammatory response,BP
Ischemic heart disease,GO:0002279,1,mast cell activation involved in immune response,BP
Ischemic heart disease,GO:0002448,1,mast cell mediated immunity,BP
Ischemic heart disease,GO:0002675,1,positive regulation of acute inflammatory response,BP
Ischemic heart disease,GO:0002761,1,regulation of myeloid leukocyte differentiation,BP
Ischemic heart disease,GO:0002762,1,negative regulation of myeloid leukocyte differentiation,BP
Ischemic heart disease,GO:0002791,1,regulation of peptide secretion,BP
Ischemic heart disease,GO:0003071,1,renal system process involved in regulation of systemic arterial blood pressure,BP
Ischemic heart disease,GO:0003073,1,regulation of systemic arterial blood pressure,BP
Ischemic heart disease,GO:0003081,1,regulation of systemic arterial blood pressure by renin-angiotensin,BP
Ischemic heart disease,GO:0003085,1,negative regulation of systemic arterial blood pressure,BP
Ischemic heart disease,GO:0003298,1,physiological muscle hypertrophy,BP
Ischemic heart disease,GO:0003301,1,physiological cardiac muscle hypertrophy,BP
Ischemic heart disease,GO:0004993,1,G protein-coupled serotonin receptor activity,MF
Ischemic heart disease,GO:0005159,1,insulin-like growth factor receptor binding,MF
Ischemic heart disease,GO:0005319,1,lipid transporter activity,MF
Ischemic heart disease,GO:0005504,1,fatty acid binding,MF
Ischemic heart disease,GO:0006509,1,membrane protein ectodomain proteolysis,BP
Ischemic heart disease,GO:0006633,1,fatty acid biosynthetic process,BP
Ischemic heart disease,GO:0006775,1,fat-soluble vitamin metabolic process,BP
Ischemic heart disease,GO:0006835,1,dicarboxylic acid transport,BP
Ischemic heart disease,GO:0006941,1,striated muscle contraction,BP
Ischemic heart disease,GO:0007187,1,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",BP
Ischemic heart disease,GO:0007200,1,phospholipase C-activating G protein-coupled receptor signaling pathway,BP
Ischemic heart disease,GO:0007204,1,positive regulation of cytosolic calcium ion concentration,BP
Ischemic heart disease,GO:0007205,1,protein kinase C-activating G protein-coupled receptor signaling pathway,BP
Ischemic heart disease,GO:0007210,1,serotonin receptor signaling pathway,BP
Ischemic heart disease,GO:0007214,1,gamma-aminobutyric acid signaling pathway,BP
Ischemic heart disease,GO:0007519,1,skeletal muscle tissue development,BP
Ischemic heart disease,GO:0007566,1,embryo implantation,BP
Ischemic heart disease,GO:0007613,1,memory,BP
Ischemic heart disease,GO:0007622,1,rhythmic behavior,BP
Ischemic heart disease,GO:0007631,1,feeding behavior,BP
Ischemic heart disease,GO:0008203,1,cholesterol metabolic process,BP
Ischemic heart disease,GO:0008277,1,regulation of G protein-coupled receptor signaling pathway,BP
Ischemic heart disease,GO:0008584,1,male gonad development,BP
Ischemic heart disease,GO:0009411,1,response to UV,BP
Ischemic heart disease,GO:0009994,1,oocyte differentiation,BP
Ischemic heart disease,GO:0010042,1,response to manganese ion,BP
Ischemic heart disease,GO:0010232,1,vascular transport,BP
Ischemic heart disease,GO:0010248,1,establishment or maintenance of transmembrane electrochemical gradient,BP
Ischemic heart disease,GO:0010469,1,regulation of signaling receptor activity,BP
Ischemic heart disease,GO:0010517,1,regulation of phospholipase activity,BP
Ischemic heart disease,GO:0010518,1,positive regulation of phospholipase activity,BP
Ischemic heart disease,GO:0010611,1,regulation of cardiac muscle hypertrophy,BP
Ischemic heart disease,GO:0010765,1,positive regulation of sodium ion transport,BP
Ischemic heart disease,GO:0010863,1,positive regulation of phospholipase C activity,BP
Ischemic heart disease,GO:0010875,1,positive regulation of cholesterol efflux,BP
Ischemic heart disease,GO:0010878,1,cholesterol storage,BP
Ischemic heart disease,GO:0010885,1,regulation of cholesterol storage,BP
Ischemic heart disease,GO:0010887,1,negative regulation of cholesterol storage,BP
Ischemic heart disease,GO:0010888,1,negative regulation of lipid storage,BP
Ischemic heart disease,GO:0014047,1,glutamate secretion,BP
Ischemic heart disease,GO:0014048,1,regulation of glutamate secretion,BP
Ischemic heart disease,GO:0014743,1,regulation of muscle hypertrophy,BP
Ischemic heart disease,GO:0014823,1,response to activity,BP
Ischemic heart disease,GO:0014829,1,vascular associated smooth muscle contraction,BP
Ischemic heart disease,GO:0014854,1,response to inactivity,BP
Ischemic heart disease,GO:0015732,1,prostaglandin transport,BP
Ischemic heart disease,GO:0015800,1,acidic amino acid transport,BP
Ischemic heart disease,GO:0015908,1,fatty acid transport,BP
Ischemic heart disease,GO:0016125,1,sterol metabolic process,BP
Ischemic heart disease,GO:0016486,1,peptide hormone processing,BP
Ischemic heart disease,GO:0019226,1,transmission of nerve impulse,BP
Ischemic heart disease,GO:0021762,1,substantia nigra development,BP
Ischemic heart disease,GO:0022410,1,circadian sleep/wake cycle process,BP
Ischemic heart disease,GO:0030073,1,insulin secretion,BP
Ischemic heart disease,GO:0030307,1,positive regulation of cell growth,BP
Ischemic heart disease,GO:0030308,1,negative regulation of cell growth,BP
Ischemic heart disease,GO:0030316,1,osteoclast differentiation,BP
Ischemic heart disease,GO:0030431,1,sleep,BP
Ischemic heart disease,GO:0030672,1,synaptic vesicle membrane,CC
Ischemic heart disease,GO:0031045,1,dense core granule,CC
Ischemic heart disease,GO:0031279,1,regulation of cyclase activity,BP
Ischemic heart disease,GO:0031281,1,positive regulation of cyclase activity,BP
Ischemic heart disease,GO:0031406,1,carboxylic acid binding,MF
Ischemic heart disease,GO:0031623,1,receptor internalization,BP
Ischemic heart disease,GO:0031644,1,regulation of nervous system process,BP
Ischemic heart disease,GO:0031960,1,response to corticosteroid,BP
Ischemic heart disease,GO:0032228,1,"regulation of synaptic transmission, GABAergic",BP
Ischemic heart disease,GO:0032355,1,response to estradiol,BP
Ischemic heart disease,GO:0032366,1,intracellular sterol transport,BP
Ischemic heart disease,GO:0032367,1,intracellular cholesterol transport,BP
Ischemic heart disease,GO:0032368,1,regulation of lipid transport,BP
Ischemic heart disease,GO:0032373,1,positive regulation of sterol transport,BP
Ischemic heart disease,GO:0032376,1,positive regulation of cholesterol transport,BP
Ischemic heart disease,GO:0032410,1,negative regulation of transporter activity,BP
Ischemic heart disease,GO:0032413,1,negative regulation of ion transmembrane transporter activity,BP
Ischemic heart disease,GO:0032570,1,response to progesterone,BP
Ischemic heart disease,GO:0032722,1,positive regulation of chemokine production,BP
Ischemic heart disease,GO:0032881,1,regulation of polysaccharide metabolic process,BP
Ischemic heart disease,GO:0032890,1,regulation of organic acid transport,BP
Ischemic heart disease,GO:0032922,1,circadian regulation of gene expression,BP
Ischemic heart disease,GO:0032958,1,inositol phosphate biosynthetic process,BP
Ischemic heart disease,GO:0033293,1,monocarboxylic acid binding,MF
Ischemic heart disease,GO:0034308,1,primary alcohol metabolic process,BP
Ischemic heart disease,GO:0034341,1,response to type II interferon,BP
Ischemic heart disease,GO:0034614,1,cellular response to reactive oxygen species,BP
Ischemic heart disease,GO:0034763,1,negative regulation of transmembrane transport,BP
Ischemic heart disease,GO:0034766,1,negative regulation of monoatomic ion transmembrane transport,BP
Ischemic heart disease,GO:0034776,1,response to histamine,BP
Ischemic heart disease,GO:0035051,1,cardiocyte differentiation,BP
Ischemic heart disease,GO:0035249,1,"synaptic transmission, glutamatergic",BP
Ischemic heart disease,GO:0035264,1,multicellular organism growth,BP
Ischemic heart disease,GO:0035265,1,organ growth,BP
Ischemic heart disease,GO:0035270,1,endocrine system development,BP
Ischemic heart disease,GO:0035640,1,exploration behavior,BP
Ischemic heart disease,GO:0035809,1,regulation of urine volume,BP
Ischemic heart disease,GO:0035810,1,positive regulation of urine volume,BP
Ischemic heart disease,GO:0035929,1,steroid hormone secretion,BP
Ischemic heart disease,GO:0035930,1,corticosteroid hormone secretion,BP
Ischemic heart disease,GO:0035994,1,response to muscle stretch,BP
Ischemic heart disease,GO:0036294,1,cellular response to decreased oxygen levels,BP
Ischemic heart disease,GO:0036314,1,response to sterol,BP
Ischemic heart disease,GO:0042362,1,fat-soluble vitamin biosynthetic process,BP
Ischemic heart disease,GO:0042368,1,vitamin D biosynthetic process,BP
Ischemic heart disease,GO:0042743,1,hydrogen peroxide metabolic process,BP
Ischemic heart disease,GO:0042744,1,hydrogen peroxide catabolic process,BP
Ischemic heart disease,GO:0042745,1,circadian sleep/wake cycle,BP
Ischemic heart disease,GO:0042749,1,regulation of circadian sleep/wake cycle,BP
Ischemic heart disease,GO:0042752,1,regulation of circadian rhythm,BP
Ischemic heart disease,GO:0042755,1,eating behavior,BP
Ischemic heart disease,GO:0043112,1,receptor metabolic process,BP
Ischemic heart disease,GO:0043266,1,regulation of potassium ion transport,BP
Ischemic heart disease,GO:0043268,1,positive regulation of potassium ion transport,BP
Ischemic heart disease,GO:0043271,1,negative regulation of monoatomic ion transport,BP
Ischemic heart disease,GO:0043303,1,mast cell degranulation,BP
Ischemic heart disease,GO:0043524,1,negative regulation of neuron apoptotic process,BP
Ischemic heart disease,GO:0043647,1,inositol phosphate metabolic process,BP
Ischemic heart disease,GO:0043691,1,reverse cholesterol transport,BP
Ischemic heart disease,GO:0044060,1,regulation of endocrine process,BP
Ischemic heart disease,GO:0045187,1,"regulation of circadian sleep/wake cycle, sleep",BP
Ischemic heart disease,GO:0045670,1,regulation of osteoclast differentiation,BP
Ischemic heart disease,GO:0045672,1,positive regulation of osteoclast differentiation,BP
Ischemic heart disease,GO:0045744,1,negative regulation of G protein-coupled receptor signaling pathway,BP
Ischemic heart disease,GO:0045761,1,regulation of adenylate cyclase activity,BP
Ischemic heart disease,GO:0045776,1,negative regulation of blood pressure,BP
Ischemic heart disease,GO:0045932,1,negative regulation of muscle contraction,BP
Ischemic heart disease,GO:0045933,1,positive regulation of muscle contraction,BP
Ischemic heart disease,GO:0045940,1,positive regulation of steroid metabolic process,BP
Ischemic heart disease,GO:0045986,1,negative regulation of smooth muscle contraction,BP
Ischemic heart disease,GO:0045987,1,positive regulation of smooth muscle contraction,BP
Ischemic heart disease,GO:0046173,1,polyol biosynthetic process,BP
Ischemic heart disease,GO:0046546,1,development of primary male sexual characteristics,BP
Ischemic heart disease,GO:0046620,1,regulation of organ growth,BP
Ischemic heart disease,GO:0046661,1,male sex differentiation,BP
Ischemic heart disease,GO:0046686,1,response to cadmium ion,BP
Ischemic heart disease,GO:0046888,1,negative regulation of hormone secretion,BP
Ischemic heart disease,GO:0048168,1,regulation of neuronal synaptic plasticity,BP
Ischemic heart disease,GO:0048512,1,circadian behavior,BP
Ischemic heart disease,GO:0048592,1,eye morphogenesis,BP
Ischemic heart disease,GO:0048599,1,oocyte development,BP
Ischemic heart disease,GO:0048639,1,positive regulation of developmental growth,BP
Ischemic heart disease,GO:0048640,1,negative regulation of developmental growth,BP
Ischemic heart disease,GO:0048645,1,animal organ formation,BP
Ischemic heart disease,GO:0048857,1,neural nucleus development,BP
Ischemic heart disease,GO:0050482,1,arachidonic acid secretion,BP
Ischemic heart disease,GO:0050709,1,negative regulation of protein secretion,BP
Ischemic heart disease,GO:0050795,1,regulation of behavior,BP
Ischemic heart disease,GO:0050796,1,regulation of insulin secretion,BP
Ischemic heart disease,GO:0050802,1,"circadian sleep/wake cycle, sleep",BP
Ischemic heart disease,GO:0050805,1,negative regulation of synaptic transmission,BP
Ischemic heart disease,GO:0050806,1,positive regulation of synaptic transmission,BP
Ischemic heart disease,GO:0050886,1,endocrine process,BP
Ischemic heart disease,GO:0050892,1,intestinal absorption,BP
Ischemic heart disease,GO:0050995,1,negative regulation of lipid catabolic process,BP
Ischemic heart disease,GO:0051043,1,regulation of membrane protein ectodomain proteolysis,BP
Ischemic heart disease,GO:0051044,1,positive regulation of membrane protein ectodomain proteolysis,BP
Ischemic heart disease,GO:0051100,1,negative regulation of binding,BP
Ischemic heart disease,GO:0051208,1,sequestering of calcium ion,BP
Ischemic heart disease,GO:0051209,1,release of sequestered calcium ion into cytosol,BP
Ischemic heart disease,GO:0051282,1,regulation of sequestering of calcium ion,BP
Ischemic heart disease,GO:0051283,1,negative regulation of sequestering of calcium ion,BP
Ischemic heart disease,GO:0051302,1,regulation of cell division,BP
Ischemic heart disease,GO:0051339,1,regulation of lyase activity,BP
Ischemic heart disease,GO:0051384,1,response to glucocorticoid,BP
Ischemic heart disease,GO:0051450,1,myoblast proliferation,BP
Ischemic heart disease,GO:0051480,1,regulation of cytosolic calcium ion concentration,BP
Ischemic heart disease,GO:0051591,1,response to cAMP,BP
Ischemic heart disease,GO:0051592,1,response to calcium ion,BP
Ischemic heart disease,GO:0051602,1,response to electrical stimulus,BP
Ischemic heart disease,GO:0051781,1,positive regulation of cell division,BP
Ischemic heart disease,GO:0051926,1,negative regulation of calcium ion transport,BP
Ischemic heart disease,GO:0051932,1,"synaptic transmission, GABAergic",BP
Ischemic heart disease,GO:0051955,1,regulation of amino acid transport,BP
Ischemic heart disease,GO:0051966,1,"regulation of synaptic transmission, glutamatergic",BP
Ischemic heart disease,GO:0055017,1,cardiac muscle tissue growth,BP
Ischemic heart disease,GO:0055021,1,regulation of cardiac muscle tissue growth,BP
Ischemic heart disease,GO:0055094,1,response to lipoprotein particle,BP
Ischemic heart disease,GO:0060048,1,cardiac muscle contraction,BP
Ischemic heart disease,GO:0060078,1,regulation of postsynaptic membrane potential,BP
Ischemic heart disease,GO:0060079,1,excitatory postsynaptic potential,BP
Ischemic heart disease,GO:0060191,1,regulation of lipase activity,BP
Ischemic heart disease,GO:0060193,1,positive regulation of lipase activity,BP
Ischemic heart disease,GO:0060291,1,long-term synaptic potentiation,BP
Ischemic heart disease,GO:0060402,1,calcium ion transport into cytosol,BP
Ischemic heart disease,GO:0060419,1,heart growth,BP
Ischemic heart disease,GO:0060420,1,regulation of heart growth,BP
Ischemic heart disease,GO:0060538,1,skeletal muscle organ development,BP
Ischemic heart disease,GO:0060986,1,endocrine hormone secretion,BP
Ischemic heart disease,GO:0061049,1,cell growth involved in cardiac muscle cell development,BP
Ischemic heart disease,GO:0061614,1,miRNA transcription,BP
Ischemic heart disease,GO:0061900,1,glial cell activation,BP
Ischemic heart disease,GO:0070412,1,R-SMAD binding,MF
Ischemic heart disease,GO:0070723,1,response to cholesterol,BP
Ischemic heart disease,GO:0070849,1,response to epidermal growth factor,BP
Ischemic heart disease,GO:0070873,1,regulation of glycogen metabolic process,BP
Ischemic heart disease,GO:0071260,1,cellular response to mechanical stimulus,BP
Ischemic heart disease,GO:0071312,1,cellular response to alkaloid,BP
Ischemic heart disease,GO:0071364,1,cellular response to epidermal growth factor stimulus,BP
Ischemic heart disease,GO:0071402,1,cellular response to lipoprotein particle stimulus,BP
Ischemic heart disease,GO:0071404,1,cellular response to low-density lipoprotein particle stimulus,BP
Ischemic heart disease,GO:0071453,1,cellular response to oxygen levels,BP
Ischemic heart disease,GO:0071715,1,icosanoid transport,BP
Ischemic heart disease,GO:0071902,1,positive regulation of protein serine/threonine kinase activity,BP
Ischemic heart disease,GO:0086008,1,voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization,MF
Ischemic heart disease,GO:0086013,1,membrane repolarization during cardiac muscle cell action potential,BP
Ischemic heart disease,GO:0086014,1,atrial cardiac muscle cell action potential,BP
Ischemic heart disease,GO:0086026,1,atrial cardiac muscle cell to AV node cell signaling,BP
Ischemic heart disease,GO:0086066,1,atrial cardiac muscle cell to AV node cell communication,BP
Ischemic heart disease,GO:0090181,1,regulation of cholesterol metabolic process,BP
Ischemic heart disease,GO:0090205,1,positive regulation of cholesterol metabolic process,BP
Ischemic heart disease,GO:0090276,1,regulation of peptide hormone secretion,BP
Ischemic heart disease,GO:0090279,1,regulation of calcium ion import,BP
Ischemic heart disease,GO:0097306,1,cellular response to alcohol,BP
Ischemic heart disease,GO:0098664,1,G protein-coupled serotonin receptor signaling pathway,BP
Ischemic heart disease,GO:0098915,1,membrane repolarization during ventricular cardiac muscle cell action potential,BP
Ischemic heart disease,GO:0098992,1,neuronal dense core vesicle,CC
Ischemic heart disease,GO:0099501,1,exocytic vesicle membrane,CC
Ischemic heart disease,GO:0099505,1,regulation of presynaptic membrane potential,BP
Ischemic heart disease,GO:0099565,1,"chemical synaptic transmission, postsynaptic",BP
Ischemic heart disease,GO:0099589,1,serotonin receptor activity,MF
Ischemic heart disease,GO:0099624,1,atrial cardiac muscle cell membrane repolarization,BP
Ischemic heart disease,GO:0099625,1,ventricular cardiac muscle cell membrane repolarization,BP
Ischemic heart disease,GO:0106106,1,cold-induced thermogenesis,BP
Ischemic heart disease,GO:0120161,1,regulation of cold-induced thermogenesis,BP
Ischemic heart disease,GO:0120162,1,positive regulation of cold-induced thermogenesis,BP
Ischemic heart disease,GO:0120163,1,negative regulation of cold-induced thermogenesis,BP
Ischemic heart disease,GO:0140115,1,export across plasma membrane,BP
Ischemic heart disease,GO:0140272,1,exogenous protein binding,MF
Ischemic heart disease,GO:0140353,1,lipid export from cell,BP
Ischemic heart disease,GO:0140448,1,signaling receptor ligand precursor processing,BP
Ischemic heart disease,GO:0150076,1,neuroinflammatory response,BP
Ischemic heart disease,GO:0150104,1,transport across blood-brain barrier,BP
Ischemic heart disease,GO:1900271,1,regulation of long-term synaptic potentiation,BP
Ischemic heart disease,GO:1900274,1,regulation of phospholipase C activity,BP
Ischemic heart disease,GO:1901385,1,regulation of voltage-gated calcium channel activity,BP
Ischemic heart disease,GO:1901998,1,toxin transport,BP
Ischemic heart disease,GO:1902282,1,voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization,MF
Ischemic heart disease,GO:1902307,1,positive regulation of sodium ion transmembrane transport,BP
Ischemic heart disease,GO:1902652,1,secondary alcohol metabolic process,BP
Ischemic heart disease,GO:1902692,1,regulation of neuroblast proliferation,BP
Ischemic heart disease,GO:1902893,1,regulation of miRNA transcription,BP
Ischemic heart disease,GO:1902895,1,positive regulation of miRNA transcription,BP
Ischemic heart disease,GO:1903169,1,regulation of calcium ion transmembrane transport,BP
Ischemic heart disease,GO:1903963,1,arachidonate transport,BP
Ischemic heart disease,GO:1904063,1,negative regulation of cation transmembrane transport,BP
Ischemic heart disease,GO:1904645,1,response to amyloid-beta,BP
Ischemic heart disease,GO:1904646,1,cellular response to amyloid-beta,BP
Ischemic heart disease,GO:1904707,1,positive regulation of vascular associated smooth muscle cell proliferation,BP
Ischemic heart disease,GO:1905330,1,regulation of morphogenesis of an epithelium,BP
Ischemic heart disease,GO:1905332,1,positive regulation of morphogenesis of an epithelium,BP
Ischemic heart disease,GO:1905952,1,regulation of lipid localization,BP
Ischemic heart disease,GO:1990845,1,adaptive thermogenesis,BP
Ischemic heart disease,GO:2000242,1,negative regulation of reproductive process,BP
Ischemic heart disease,GO:2000377,1,regulation of reactive oxygen species metabolic process,BP
Ischemic heart disease,GO:2000378,1,negative regulation of reactive oxygen species metabolic process,BP
Ischemic heart disease,GO:2000379,1,positive regulation of reactive oxygen species metabolic process,BP
Ischemic heart disease,GO:2000573,1,positive regulation of DNA biosynthetic process,BP
Ischemic heart disease,GO:2000630,1,positive regulation of miRNA metabolic process,BP
Ischemic heart disease,GO:2000648,1,positive regulation of stem cell proliferation,BP
Ischemic heart disease,GO:2000651,1,positive regulation of sodium ion transmembrane transporter activity,BP
Ischemic heart disease,GO:2000831,1,regulation of steroid hormone secretion,BP
Ischemic heart disease,GO:2000846,1,regulation of corticosteroid hormone secretion,BP
Ischemic heart disease,GO:2001257,1,regulation of cation channel activity,BP
Thromboembolic disease,GO:0001504,5,neurotransmitter uptake,BP
Thromboembolic disease,GO:0008227,5,G protein-coupled amine receptor activity,MF
Thromboembolic disease,GO:0015844,5,monoamine transport,BP
Thromboembolic disease,GO:0098810,5,neurotransmitter reuptake,BP
